HBT,HealthBoardName,Specialty,SpecialtyName,PatientType,RiskRating,PriorityScore,CurrentPctOver12Weeks,PeakForecast,MeanForecast,FinalForecast,ForecastUncertainty,ForecastDateMax,TrendDirection,TrendSlope,CurrentMedianWaitWeeks,Current90thPctWaitWeeks,NumberWaiting,NumberWaitingOver12Weeks,Additions,Removals,NetPressure
S08000026,NHS Shetland,C3,Plastic Surgery,Inpatient/Day case,GREEN,1.0,,3.53,1.59,0.89,3.76,2024-02-01,,,,,,,,,
S08000030,NHS Tayside,AD,Specialty (AD),Inpatient/Day case,GREEN,1.0,,0.0,0.0,0.0,0.0,2017-05-01,,,,,,,,,
S08000030,NHS Tayside,AF,Specialty (AF),New Outpatient,GREEN,1.0,10.09,18.2,14.64,18.2,19.89,2026-09-01,Stable,-0.22,29.0,84.8000000000001,793.0,80.0,1370.0,1091.0,279.0
S08000030,NHS Tayside,A8,Specialty (A8),New Outpatient,GREEN,1.0,,4.51,1.63,4.51,2.89,2017-09-01,,,,,,,,,
S92000003,NHS Scotland (All),C41,Audiological Medicine,New Outpatient,GREEN,1.0,0.0,4.25,2.15,1.74,7.22,2026-09-01,Stable,-0.38,12.5,38.0,146.0,0.0,523.0,557.0,-34.0
S08000024,NHS Lothian,J4,Specialty (J4),New Outpatient,GREEN,1.0,1.43,6.45,5.06,4.53,10.24,2026-09-01,Stable,0.06,15.0,46.0,210.0,3.0,688.0,714.0,-26.0
S08000025,NHS Orkney,F2,Specialty (F2),New Outpatient,GREEN,1.0,2.86,3.94,2.4,1.89,7.16,2026-09-01,Stable,0.49,21.0,50.8,35.0,1.0,123.0,139.0,-16.0
S08000030,NHS Tayside,C6,Ophthalmology,New Outpatient,GREEN,1.0,3.51,0.0,0.0,0.0,19.5,2026-09-01,Stable,0.26,11.0,48.8,57.0,2.0,371.0,396.0,-25.0
S08000025,NHS Orkney,A1,General Surgery,New Outpatient,GREEN,1.0,0.0,13.42,10.45,12.38,17.73,2026-09-01,Stable,-0.47,28.5,55.5,38.0,0.0,108.0,88.0,20.0
S92000003,NHS Scotland (All),AH,Specialty (AH),Inpatient/Day case,GREEN,1.0,10.0,17.24,15.41,16.58,20.07,2026-09-01,Stable,-0.39,26.5,78.1,70.0,7.0,179.0,186.0,-7.0
S08000024,NHS Lothian,H2,Specialty (H2),New Outpatient,GREEN,1.0,0.6,2.42,1.54,1.97,6.71,2026-09-01,Stable,-0.03,12.0,32.4,167.0,1.0,1098.0,1114.0,-16.0
S92000003,NHS Scotland (All),H2,Specialty (H2),Inpatient/Day case,GREEN,1.0,15.49,17.03,15.14,17.03,9.14,2026-09-01,Stable,0.25,13.0,135.5,226.0,35.0,1205.0,1216.0,-11.0
S08000016,NHS Borders,D1,Neurology,New Outpatient,GREEN,1.0,,10.42,4.14,1.85,7.45,2022-09-01,,,,,,,,,
S08000016,NHS Borders,AG,Specialty (AG),New Outpatient,GREEN,1.0,0.0,12.85,10.84,11.3,26.6,2026-09-01,Stable,0.0,,,10.0,0.0,15.0,13.0,2.0
S08000016,NHS Borders,AQ,Specialty (AQ),Inpatient/Day case,GREEN,1.0,,0.0,0.0,0.0,0.0,2022-04-01,,,,,,,,,
S08000028,NHS Western Isles,F2,Specialty (F2),New Outpatient,GREEN,1.0,3.39,12.87,9.31,10.76,20.64,2026-09-01,Stable,0.18,15.0,46.6,59.0,2.0,136.0,167.0,-31.0
S08000028,NHS Western Isles,C1,Cardiothoracic Surgery,New Outpatient,GREEN,1.0,0.79,7.88,4.57,4.15,15.3,2026-09-01,Stable,0.25,13.0,39.2,127.0,1.0,255.0,219.0,36.0
S08000029,NHS Fife,AD,Specialty (AD),New Outpatient,GREEN,1.0,0.0,1.36,0.51,0.06,2.72,2026-09-01,Stable,-0.24,,,14.0,0.0,95.0,92.0,3.0
S08000028,NHS Western Isles,E12,Specialty (E12),New Outpatient,GREEN,1.0,,0.0,0.0,0.0,0.0,2015-09-01,,,,,,,,,
S92000003,NHS Scotland (All),C42,Specialty (C42),New Outpatient,GREEN,1.0,2.87,7.5,5.12,5.06,11.51,2026-09-01,Stable,0.47,14.0,56.0,174.0,5.0,630.0,634.0,-4.0
S08000017,NHS Dumfries & Galloway,AQ,Specialty (AQ),Inpatient/Day case,GREEN,1.0,0.0,13.66,6.66,3.96,24.0,2026-09-01,Stable,0.0,,,1.0,0.0,11.0,11.0,0.0
S08000029,NHS Fife,A7,Specialty (A7),Inpatient/Day case,GREEN,1.0,0.0,15.23,8.06,15.23,24.96,2026-09-01,Stable,0.0,,,2.0,0.0,5.0,7.0,-2.0
S08000016,NHS Borders,D6,Specialty (D6),New Outpatient,GREEN,1.0,,9.99,6.0,3.72,8.13,2021-06-01,,,,,,,,,
S08000016,NHS Borders,D1,Neurology,Inpatient/Day case,GREEN,1.0,0.0,0.0,0.0,0.0,0.0,2026-09-01,Stable,0.0,,,2.0,0.0,2.0,0.0,2.0
S08000017,NHS Dumfries & Galloway,AG,Specialty (AG),New Outpatient,GREEN,1.0,5.41,15.25,12.3,11.12,17.36,2026-09-01,Stable,-0.19,14.0,69.4,37.0,2.0,135.0,118.0,17.0
S08000020,NHS Grampian,D1,Neurology,Inpatient/Day case,GREEN,0.7,23.08,13.95,12.82,13.95,15.36,2026-09-01,Improving,-0.92,62.0,265.5,26.0,6.0,26.0,24.0,2.0
S08000015,NHS Ayrshire & Arran,AF,Specialty (AF),Inpatient/Day case,GREEN,0.7,0.0,12.31,6.26,4.42,21.88,2026-09-01,Improving,-5.01,,,9.0,0.0,16.0,17.0,-1.0
S08000019,NHS Forth Valley,A6,Specialty (A6),New Outpatient,GREEN,0.7,4.55,8.53,6.61,5.25,23.76,2026-09-01,Improving,-2.26,28.5,80.7,22.0,1.0,96.0,93.0,3.0
S08000024,NHS Lothian,D6,Specialty (D6),New Outpatient,GREEN,0.7,2.17,2.8,1.06,2.8,32.03,2026-09-01,Improving,-2.36,19.0,44.7,92.0,2.0,173.0,162.0,11.0
S08000031,NHS Greater Glasgow & Clyde,AM,Specialty (AM),New Outpatient,GREEN,0.7,1.96,7.12,4.92,5.7,15.42,2026-09-01,Improving,-0.75,20.0,39.9,102.0,2.0,219.0,210.0,9.0
S08000031,NHS Greater Glasgow & Clyde,AG,Specialty (AG),Inpatient/Day case,GREEN,0.7,0.0,17.97,15.68,14.77,13.8,2026-09-01,Improving,-3.05,22.5,66.0,36.0,0.0,123.0,146.0,-23.0
S08000031,NHS Greater Glasgow & Clyde,C31,Specialty (C31),New Outpatient,GREEN,0.7,1.26,3.18,1.92,1.82,19.18,2026-09-01,Improving,-3.45,15.0,46.0,397.0,5.0,1605.0,1625.0,-20.0
S08000020,NHS Grampian,A81,Specialty (A81),New Outpatient,GREEN,0.7,0.0,10.23,1.7,10.23,20.01,2026-09-01,Improving,-1.66,,,6.0,0.0,25.0,37.0,-12.0
S08000019,NHS Forth Valley,H2,Specialty (H2),New Outpatient,GREEN,0.7,6.35,13.89,9.1,9.6,24.94,2026-09-01,Improving,-2.21,11.0,20.6,63.0,4.0,292.0,280.0,12.0
S08000024,NHS Lothian,AD,Specialty (AD),Inpatient/Day case,GREEN,0.7,0.0,7.89,6.59,5.61,17.17,2026-09-01,Improving,-1.31,12.0,26.4,49.0,0.0,253.0,259.0,-6.0
S08000020,NHS Grampian,C41,Audiological Medicine,New Outpatient,GREEN,0.7,0.0,6.86,5.39,6.86,20.34,2026-09-01,Improving,-1.94,6.0,25.8,20.0,0.0,139.0,148.0,-9.0
S08000024,NHS Lothian,J4,Specialty (J4),Inpatient/Day case,GREEN,0.7,0.0,19.29,16.08,17.09,30.68,2026-09-01,Improving,-1.01,5.0,13.0,46.0,0.0,222.0,194.0,28.0
S08000017,NHS Dumfries & Galloway,J4,Specialty (J4),New Outpatient,GREEN,0.7,7.69,8.76,7.85,7.13,9.22,2026-09-01,Improving,-1.84,5.5,55.5,26.0,2.0,267.0,268.0,-1.0
S08000025,NHS Orkney,C1,Cardiothoracic Surgery,Inpatient/Day case,GREEN,0.7,1.92,17.72,15.59,15.55,31.45,2026-09-01,Improving,-1.26,20.0,48.0,52.0,1.0,117.0,102.0,15.0
S08000026,NHS Shetland,C31,Specialty (C31),Inpatient/Day case,GREEN,0.7,0.0,13.35,6.34,9.21,20.85,2026-09-01,Improving,-0.63,13.5,34.0,22.0,0.0,47.0,52.0,-5.0
S08000029,NHS Fife,C12,Thoracic Surgery,Inpatient/Day case,GREEN,0.7,4.55,17.65,14.54,13.24,27.17,2026-09-01,Improving,-1.4,8.0,75.9,22.0,1.0,34.0,23.0,11.0
S08000029,NHS Fife,H2,Specialty (H2),New Outpatient,GREEN,0.7,0.0,2.88,2.21,2.43,5.75,2026-09-01,Improving,-1.34,14.0,41.0,93.0,0.0,269.0,271.0,-2.0
S08000029,NHS Fife,A6,Specialty (A6),New Outpatient,GREEN,0.7,0.0,14.57,7.76,5.69,22.13,2026-09-01,Improving,-1.9,,,9.0,0.0,74.0,73.0,1.0
